,index,link,heading,message
2101,26735,/Forum/Appeals/Details/26735,Прививка под угрозой увольнения,"Здравствуйте, сегодня на работе сказали если не сделаем прививки, то можно писать заявление на увольнение. Законно ли это?"
2102,26734,/Forum/Appeals/Details/26734,Возврат товара/часы,"01.08.2020г. Приобрела механические-наручные часы, гарантийный срок дали 1 год.  На протяжении пользования, часы вставали/не работали через какое-то время /неделя, две снова начинали работать. 04.06.2021 г.  неисправные часы принесла обратно для замены. Мне индивидуальный предприниматель отказал в обмене, ссылаясь на то что мастер по ремонту часов не нашёл дефектов. Правомерны действия ИП?"
2103,26733,/Forum/Appeals/Details/26733,"Запрос разъяснений по реализации мероприятий, предусмотренных Постановлением главного государственного санитарного врача по Московской области от 16 июня 2021 года № 3 ""О проведении профилактических прививок отдельным группам граждан по эпидемическим показаниям""","Добрый день!

1. Согласно п. 3 Постановления главного государственного санитарного врача по Московской области от 16 июня 2021 года № 3 ""О проведении профилактических прививок отдельным группам граждан по эпидемическим показаниям"",  обязательной вакцинации не подлежат лица, имеющие противопоказания, указанные в п. п. 2.10, 2.11 Методических рекомендаций ""Порядок проведения вакцинации вакциной ГАМ-КОВИД-ВАК против COVID-19 взрослого населения"" и п. 6.3 стандартной операционной процедуры ""Порядок проведения вакцинации против COV1D-19 вакциной ЭпиВакКорона взрослому населению"". Однако, ничего не сказано про лиц, указанных в п. 12-13 Порядка проведения вакцинации вакциной ГАМ-КОВИД-ВАК против COVID-19 взрослого населения и п. 6.4. Порядка проведения вакцинации против COV1D-19 вакциной ЭпиВакКорона взрослому населению.  
Вопрос: Подлежат ли обязательной вакцинации лица, в п. 12-13 Порядка проведения вакцинации вакциной ГАМ-КОВИД-ВАК против COVID-19 взрослого населения и п. 6.4. Порядка проведения вакцинации против COV1D-19 вакциной ЭпиВакКорона взрослому населению?
2. В письме Министерства здравоохранения РФ от 15.01.2021 № 1/И/1-155 указано, что лица, имеющие положительные результаты исследования на наличие иммуноглобулинов классов G и M к вирусу SARS-CoV-2, не прививаются. При этом, в п. 3 Постановления главного государственного санитарного врача по Московской области от 16 июня 2021 года № 3 ""О проведении профилактических прививок отдельным группам граждан по эпидемическим показаниям"" нет исключения для данной категории граждан.
Вопрос: Подлежат ли обязательной вакцинации лица, имеющие положительные результаты исследования на наличие иммуноглобулинов классов G и M к вирусу SARS-CoV-2?
3. Какие меры следует принять работодателю по отношению к сотрудникам, имеющим противопоказания к вакцинации?
4. Какие меры следует принять работодателю по отношению к сотрудникам, отказавшимся от вакцинации без медицинских противопоказаний?
5. Какие последствия для работника повлечет его отказ от вакцинации?

С уважением,
Кузьмина Екатерина
8-966-331-52-77
kuzminaen1991@mail.ru"
2104,26732,/Forum/Appeals/Details/26732,Карантин в дс,"Добрый день! В дс карантин по ковиду на 14 дней. Дети отстранены от сада, рекомендовано обязательно соблюдать самоизоляцию. Как быть работающим родителям? Будет ли выдан больничный лист?"
2105,26718,/Forum/Appeals/Details/26718,Возврат товара надлежащего качества,"В магазине дистанционным способом по описанию на сайте купила инвалидную коляску. Сделана предоплата.Товар доставлен надлежащего качества, оплачен полностью, но коляска не подошла по форме и габаритам, коляска имеет особенности, которые не позволяют инвалиду использовать ее по назначению. Я отказалась от товара в течение 7 дней после доставки, но продавец отказывается брать товар и возвращать стоимость товара, ссылаясь на то, что товары медицинского назначения возврату и обмену не подлежат.Правомерны ли действия продавца?"
2106,26717,/Forum/Appeals/Details/26717,тест ПЦР для гражданина Украины,Здравствуйте. На границе гоптовка-нехотеевка при пересечении границы из Украины в Россию Россия требует тест ПЦР для гражданина Украины. Правомерны ли действия погран.службы?
2107,26716,/Forum/Appeals/Details/26716,Внимание! Обман в магазине Светофор,"В магазине Светофор по у. Воронинские горки 156 б мне пришлось поработать...
Что я увидел.  На просроченные продукты перепаковывают и переклеивают даты!
Товаровед с директором воруют продукты и вещи...
чтобы всё покрыть при расфасовке продуктов не довешивают обманывая покупателей
остатки недостачи взыскивают с работников магазина
"
2108,26714,/Forum/Appeals/Details/26714,Отсутствие терминала ,"В единственном магазине с. Усть-Ануй Быстроистокский район Алтайский край,отсутствует терминал. Убрали с начала года 2021. Деньги скидывают на карту лично владельце ,если конечно есть связь.  Владельца умышленно уходит от налога с продаж и нарушает права потребителей. "
2109,26711,/Forum/Appeals/Details/26711,ПЦР тест,Здравствуйте. В августе прилетаем из Дубай в Тюмень. Нужно ли сдавать пцр тест младенцу 6 месяцев??? 
2110,26730,/Forum/Appeals/Details/26730,"Ресторан ""Симпозиум""не соблюдает нормы Санпина","Я люблю гастрономию и посещаю все заведения в Питере.Вот недавно дошла до ""Симпозиума""на Достоевского 19/21лит Б я в шоке.Официанты без перчаток и масок,нет антисептиков в зале.Заказала сок  была в шоке, тот кто его готовил просто отпил с моего стакана и долил еще  я конечно возмутилась но руководство никак не среагировало. Я все бросила и ушла.Блюдо тоже   не первой свежести.В ресторане нет рециркуляторов в помещении ,плохая вентиляция .Прошу провести проверку в данном заведении.В такую напряженную ситуацию с виросом а тут такой бардак.Примите меры пожалуйста .Прилагаю фото несвежего салата .После подачи сока и токого как его готовят я увидела просто ушла со скандалом .Извинений от ресторана не поступили"
2111,26728,/Forum/Appeals/Details/26728,Возврат ЛКМ,"
от Воробьёвой Натальи Петровны
180019, г.Псков, ул.Инженерная 120,88
8911-882-1127
kalnatskaya@mail.ru

Какие условия возврата лакокрасочных материалов (далее - ""ЛКМ"")? Можно ли в розничный магазин вернуть ЛКМ в течение 14 дней?






"
2112,26723,/Forum/Appeals/Details/26723,Возврат товара надлежащего качества,"Через специализированный магазин купила инвалидную коляску. Продажа осуществлена на основании описания товара на сайте сети Интернет, то есть у меня не было возможности неросредственно посмотреть коляску; продавец заказал выбранную мной коляску, я внесла предоплату за товар. Через неделю товар был доставлен, я получила в магазине товар, полностью его оплатила. Однако коляска по форме, габаритам не подошла инвалиду, конфигурация и особенности коляски делают затруднительным использование коляски. Коляска не была в эксплуатации,   ее товарный вид и потребительские свойства сохранены. Продавец отказывается возвращать денежные средства за товар или обменять на другую коляску, ссылаясь на то, что инвалидные коляски не подлежат возврату, так как товар медицинского назначения.Кроме того, коробка вскрыта и поставлена в паспорте гарантия. Является ли такой вид продажи дистанционным? И имею ли я право в такой ситуации на возврат денежных  средств или обмен коляски?"
2113,26722,/Forum/Appeals/Details/26722,Отсутствие горячего водоснабжения свыше 14 дней,"Отключение горячего водоснабжения в доме по адресу г. Новосибирск, ул. Беловежская, 4/1 началось 01.06.21, по состоянию на 16.06.21 горячей воды в доме нет. При обращении к поставщику ГВС - ООО «НТСК» было сказано, что со стороны поставщика услуг все ремонтные работы выполнены. Таким образом, УК «КМС-Уют» своим бездействием нарушает п.3.1.11 СанПиН 2.1.4.2496-09 «Гигиенические требования к обеспечению безопасности систем горячего водоснабжения. Изменение к СанПиН 2.1.4.1074-01».  В соответствии с которым: «В период ежегодных профилактических ремонтов отключение систем горячего водоснабжения не должно превышать 14 суток»."
2114,26719,/Forum/Appeals/Details/26719,ПЦР тест по прибытию из ЛНР,"Здравствуйте. Мой отец, гражданин РФ с пропиской в РФ, въезжал на территорию ЛНР к своим родителям. По телефону горячей линии роспотребнадзора и стопкоронавирус.рф сказали, что никакой анкеты на сайте госуслуг при выезде из РФ заполнять не нужно и по возвращению в РФ сдавать ПЦР тест тоже не нужно.  Его работодатель звонил в региональное отделение роспотребнадзора по Калужской области и там заявили, что ПЦР тест сдавать необходимо.
Также, согласно письму от 19 апреля 2021 г. N 02/7850-2021-27 гражданам РФ пребывающих из ЛНР в РФ сдавать тест не нужно. Только там идет уточнение, что это для жителей ЛНР, но в чем тогда логика, если жителям сдавать не нужно, а тем,  у кого нет прописки, нужно?
Так кому верить в этой ситуации?"
2115,26710,/Forum/Appeals/Details/26710,Покупка машин по ценам завода производителя,"Добрый день!

Кто-то из  служащих Роспотребнадзора пробовал купить новый автомобиль по ценам указанным на сайте завода производителя.  Как пример www.kia.ru или https://www.hyundai.ru/. За наличный расчет купить авто по прайсовой цене указанной на сайте  не реально, от слова совсем. Мало того, при обращении к официальным дилерам в регионе, в моем случае Нижний Новгород, происходит что-то невообразимое. Дилеры увязывают продажу с установкой на автомобиль который даже не поступил к ним в салон дополнительного оборудования. Разные салоны делают наценки от 10 % и выше от прайсовой стоимости автомобиля и устанавливают то самого доп оборудование, розничная цена которого на рынке как правило ниже в два а то и в три раза.  При этом не стесняются говорить, что вы можете заказать автомобиля по прайсовой цене, а вот получить его у вас не получится, так как сейчас спрос на автомобили превышает предложения и мы запросто найдем покупателей. Кроме ставят массу условий, при которых покупка автомашины не в кредит становится не выгодной. И даже если берешь машину в кредит то внести первый взнос с банковской карты не получится (максимум это 50 или 100 тыс рублей) остальную часть первого взноса за авто нужно внести наличными.  Автодилеры всех производителей в большей или меньшей степени увязывают, продажу нового авто с накруткой допоборудования к нему. Но автодилеры приведенных выше компаний наглеют в вышей степени.
Почему бы вашему ведомству не произвести попытку контрольной закупки автомашины. Вам все станет понятно без моей писанины. "
2116,26709,/Forum/Appeals/Details/26709,Возврат товара ненадлежащего качества,"Мною был приобретен смеситель в интернет-магазине wb. Дома обнаружен брак. Попыталась вернуть товар через пункт выдачи. С фактом наличия брака сотрудник пункта выдачи согласился. Рекомендовали подать заявку на возврат по браку через личный кабинет. Заявка рассмотрена. В возврате отказано, т.к. пишут брак не производственный (рассмотрение по приложенным фото). Предложено обжаловать решение с помощью экспертизы. Правомерен ли отказ компании и на что я сейчас могу рассчитывать,оставшись  с бракованным товаром на руках."
2117,26708,/Forum/Appeals/Details/26708,Свалка мусора ,"В Киришском о-не массив Посадников остров 5 дорога СНТ Реставратор, СНТ Дорожник 30-32 линия организована несанкционированная свалка мусора. Мусор не вывезен и председатели СНТ не реагируют на сложившиюся ситуацию.    
"
2118,26707,/Forum/Appeals/Details/26707,ПЦР-тесты ,"Подскажите, пожалуйста, на каком языке (русском или английском) нужно загрузить результаты ПЦР-тестов на портал Госуслуги по возвращению из заграницы (из Египта)? 
И всем ли нужно сдавать 2 ПЦР-теста по возвращению независимо от вакцинации? И взрослым и детям? "
2119,26705,/Forum/Appeals/Details/26705,Не соблюдения санитарных норм,"Была в заведении на Достоевского 19/21Б  нет обезараживающих ламп,не соблюдается дистанция,нет антисептиков в ресторане как и в  лекторном зале.Сотрудники чихают.Ужас испортило впечатление о Питере.Фото прилагаю нарушителей Обратите внимание пожалуйста."
2120,26704,/Forum/Appeals/Details/26704,Возврат товара надлежащего качества,"Купила в магазине инвалидную коляску. Коляска надлежащего качества,  но по форме и габаритам не подошла инвалиду. Имею ли я право возвратить товар с возвратом денежных средств или обменять его на другую инвалидную коляску?"
2121,26700,/Forum/Appeals/Details/26700,Поменяли работающий домофон на домофон другой фирмы,"Здравствуйте. У нас стоял работающий домофон одной фирмы,а теперь поменяли на домофон другой. Выдают один ключ на квартиру,нас в семье четверо. Остальные три ключа заставляют покупать. Это законно?  В обещанное время ключ не принесли. Временный код ещё действует,но скоро перестанет действовать.  Имею ли я право попросить  постоянный код домофона?"
2122,26697,/Forum/Appeals/Details/26697,Не соблюдаются противоковидные меры,"В ресторане Симпозиум на Достоевского 20 несоблюдаются меры безопасности от ковида.Официанты без перчаток,лам нет обезораживающих воздух в помещении.Антисепиков нет,посуда грязная.Обратите внимание на это заведение пожалуйста."
2123,26696,/Forum/Appeals/Details/26696,Отказались предоставить маску ,"В организации «Мои документы», девушка администратор отказалась принимать нас без масок, на просьбу предоставить бесплатные маски сказала, что не обязана предоставлять нам средства индивидуальной защиты. Сказано было идите и купите в аптеке. 
Мои документы г.Маркс "
2124,26695,/Forum/Appeals/Details/26695,Торговля весовыми блюдами в ресторане,"Добрый день. Имеет ли право ресторан торговать весовыми блюдами, например стейк лосось гриль 100 гр, в итоге на выходе может получиться 200-300 гр, и соответственно этот вес и сумма будет указана в чеке гостя. В план меню мы можем указывать наименование-вес 100 гр - кбжу на 100 гр - итоговая цена за 100 гр?"
2125,26692,/Forum/Appeals/Details/26692,Сломали ручку двери на автомойке,"Здравствуйте! На автомобильной мойке в моем автомобиле сломали ручку у двери.  Я это заметила через пол часа после уезда. Сразу им позвонила и сообщила об этом. Оператор естественно сказала, что это не они. Я попросила посмотреть по камерам. Мне сказали, что это может сделать только начальник.  Я спросила когда будет на месте начальник  и на это мне грубостью ответили, что он им не докладывается. Я написала на имя ниректора заказное письмо с жалобой. Письмо было им получено 01.июня 2021. До сих пор ответа не последовало. Можно что-то сделать с этой ситуацией?"
2126,26691,/Forum/Appeals/Details/26691,Отравление в палатке с шаурмой,"11.06.2021 купили шаурму по адресу г. Люберцы, Октябрьский проспект дом 368. Получили сильнейшее отравление, два дня с температурой 38-39, желудок промыт до состояния дисбактериоза. Состояние до сегодняшнего дня отвратительное. Куда нужно подать жалобу на данную палатку с опасной шаурмой."
2127,26690,/Forum/Appeals/Details/26690,Возврат товара ненадлежащего качества ,"Добрый день. 08.12.20 приобретал наушники в магазине Ашан Сити (г. Н.Новгород Московское шоссе, 12), гарантия на них предусмотрена производителем 1 год. 11.06.21 был выявлен брак (левое ухо стало плохо работать и звук слышно очень плохо), сдал наушники в магазин. Сказали проверка 10 дней. 15.06.21 позвонили из магазина и сказали что брака не выявили и мне нужно ехать в сервис центр самому, т.к. из-за пандемии они в сервис центр не возят товар. На сколько правомерны их действия? Почему я сам должен везти товар в сервис центр, следы физического повреждения на товаре отсутствуют, брак явный, товар не вскрывали, по телефону сказали что сами они определить не смогли поэтому мне самому нужно ехать в СЦ. "
2128,26689,/Forum/Appeals/Details/26689,Жалоба,"Просим в срочном порядке принять меры по внеплановой проверке салона красоты Цирюльня в городе Белгороде, так как регулярно нарушаются санитарно-эпидеомологические требования. "
2129,26684,/Forum/Appeals/Details/26684,Запретить работу тату-салонов и на дому. ,"В связи с очередной вспышкой ковид19, требуем запретить работу тату-салонов в связи с тем, что они работают как без мед и сан разрешений, так и способствуют распространению заразы, как гипатит, ковид, рак кожи, и тд. Эти процедуры не являются необходимыми для людей.Тюмень, ул. Осипенко, 63, тату ""Рукава"" - тому пример. Ни лицензий, ну утилизации, ни законных оснований, деньги только налом. "
2130,26683,/Forum/Appeals/Details/26683,Не возвращают деньги,"Здравствуйте! 05.06.21 я заказала костюм из интернет магазина в соц.сети «Инстаграм». Вчера я забрала посылку с почты, шла она из г. Энгельс, Саратовская область, при распаковки я увидела, что товар не соответствует, тому, что я ждала по всем параметрам. Я потребовала возврат средств, на что меня заблокировали и отвечать перестали. Что делать в такой ситуации?"
2131,26679,/Forum/Appeals/Details/26679,"Купила вытяжку,не соответствует заявленному","Купила вытяжку маникюрную 13.01 .21 года.
Производитель уверил в качестве и что служит фильтр до года ,мин 6 месяцев.в итоге в марте,17.03 марта,я обратилась к нему с проблемой.вытяжка не втягивала пыль как первый раз.в ходе всего общения я не получила ни заменв,ни возврата,ни чего.
35000 стоит она,сегодня опять поднимаю эту тему ,на что мне предложили опять купить фильтр по 7500.
Хочу либо вернуть товар ,либо замену фильтра сделать.лучше возврат.документ на покупку был утерян.там был только чек,не кассовый,а на бумажке.
Есть вып ска от сбербанка на перевод производителю 35000р."
2132,26678,/Forum/Appeals/Details/26678,Нарушение прав покупателя,магазин м видео нарушил условия страхования быстро сервис проигнорировал заявление о наступление страхового случая  и самовольно отправил товар на ремонт по гарантии не полиса а внутренний.  Заявление прилагаю.
2133,26677,/Forum/Appeals/Details/26677,Медицинское обслуживание при ковид,"Добрый день! 9июня 2021года у меня взяты мазки. 10июня в электронной карте увидела положительный результат на ковид. 11июня прождала. Ни врача,ни звонка. 12июня вызвала врача. Прождала больше пол дня,в итоге позвонила в поликлинику,ещё раз сказала,что вызываю врача. Врач пришел,послушал,взял расписку,ушел. Сегодня,14июня мне моя знакомая,которая переболела ковидом,сказала,что я обязана установить приложение. Я стала звонить всем,никто ничего сказать не может. Нашла как оно называется,установила. 
Почему об этом не сказал врач? Мне звонили из штаба и тоже об этом не сказали,а ведь за это есть штрафы! Если бы мне девушка не сказала,то я бы оплачивала штраф???почему молчат об этом приложении?"
2134,26675,/Forum/Appeals/Details/26675,Нарушение прав потребителя,"Сегодня, 14 июня 2021 года, были нарушены мои права потребителя в магазине «Пятёрочка», находящемся по адресу : МО, Рабочий посёлок Правдинский, Степаньковское шоссе, 38. Попытка отстоять свои права, со ссылкой на ФЗ 171 от 22.11.1995 не помогла, поэтому приобрести безалкогольное пиво с содержанием этилового спирта менее 0,5% я не смогла. Жалобу в жалобной книге оставила, фото прикрепляю. Прошу разобраться в данном вопросе и проверить соответствующий магазин."
2135,26674,/Forum/Appeals/Details/26674,ПЦР тест,"Здравствуйте! Ответьте, пожалуйста, на вопрос. Гражданин Молдавии полностью привился Спутником V в марте в России. Нужен ли ему сейчас при въезде в Россию ПЦР тест?"
2136,26673,/Forum/Appeals/Details/26673,Яндекс Маркет не возвращает деньги за некачественный товар,"Здравствуйте! Оформила заказ на Яндекс Маркете 30 мая 2021 года. Заказ доставил курьер 11 июня 2021. Этим же днём я обратилась в Яндекс Маркет с претензией вернуть уплаченные деньги за товар, а именно умные часы Garmin Instinct Lakeside Blue стоимостью 23 489 рублей, по причине некачественного товара: серийный номер часов, указанный на обороте циферблата, не совпадает с серийным номером, указанным на коробке; серийный номер не подтверждается на официальном сайте garmin; единственный дистрибьютор в РФ данной марки часов является АО «Навиком», о которой нет упоминания на коробке, а должно быть. Из этого следует предположить, что товар может являться подделкой. 
Так на протяжении 3 дней (с 11 июня 2021 года) Яндекс Маркет пишет отписки, решения они не озвучивают, тянут время, чтоб истёк 7 дневный срок обращения.
Прошу проверить Яндекс Маркет, а также непосредственно саму компанию, поставляющую некачественный продукт, зарегистрированную как: ИП Корчагина Е.А., ОГРН: 313526305600010; зарегистрированного по адресу: 603040, Нижний Новгород, ул. Свободы 112-79, фактический адрес: 603000, Нижний Новгород, ул. Звездинка, 9 магазин Киндл Бук.
Также прошу вашей помощи в возврате денежных средств.
Телефон: 9085759173"
2137,26672,/Forum/Appeals/Details/26672,Обман,"Здравствуйте. 3.06 пришёл заказ с вальберис, заказ не проверила, а открыла только 14.06,оказалось товара не было в коробке, просто пустая коробка, что делать? "
2138,26669,/Forum/Appeals/Details/26669,Мошенничество в салоне связи Теле-2,"Купил 10.09 в салоне сотовой связи Теле-2 у метро Чкаловская (Большая Зеленина 13) зарядное устройство сетевой адаптер для смартфона Xiaomi Redmi (около 3 тысяч рублей). Попросил продавца подобрать подходящий к телефону. Принес домой, подключил к розетке - телефон не заряжается (хотя еще на гарантии и от старого адаптера заряжается). Возвращаюсь в салон. Так как и при них мой телефон от купленного адаптера не заряжается, прошу вернуть деньги по чеку - не возвращают! Утверждают: что за купленные адаптеры деньги, якобы, не возвращаются! (Адаптер возвратил по их признанию - без повреждений).


Налицо нарушение законного права покупателя на возврат товара и попытка ввести граждан в заблуждение (предоставить выписки из законов о невозврате денег за купленный адаптер - продавцы салона не смогли)."
2139,26666,/Forum/Appeals/Details/26666,НИТКА В ПИЦЦЕ,"Заказали пиццу,была нитка в самой пицце,да и похоже что и на этапе готовке она была в пицце,куда обращаться?!"
2140,26665,/Forum/Appeals/Details/26665,Горячая вода,"Было отключение горячей воды у 4ой котельной,27мая.Плановое включение должно состояться 10 июня.сегожня уже 13число.Воды нет,Без горячей воды пол центра ,и мкр Сахарный завод. Города Сколько можно издеваться над людьми."
2141,26663,/Forum/Appeals/Details/26663,О необходимости самозанятому иметь лицензию на фотографирование с фигурой сказочного персонажа,"Добрый день! Просьба пояснить, нужно ли самозанятому оформлять лицензию на вид деятельности фотографирование с фигурой сказочного персонажа. Прокат фигуры сказочного персонажа. По информации
 https://kazanreporter.ru/news/31998_samozanatost-vygladit-tak-v-kazani-osel-zaderzan-za-nezakonnoe-predprinimatelstvo

"
2142,26662,/Forum/Appeals/Details/26662,Все отмеченные дни президентом и губернатором работает. ,"Компания ООО БЕСТ ПРАЙС именуемое как магазины Фикс Прайс . Во все не рабочие дни отменяемые президентом или губернатором, мы работаем. Относимся как к офисному персоналу осуществляещему проверки персонала. Работаем официально и никого ничего не волнует. "
2143,26661,/Forum/Appeals/Details/26661,Продажа контрафактной продукции на площадке Озон,"Добрый день. 22 мая я сделала 2 заказа на площадке Озон на поставку кроссовок Nike: заказ 07936483-0048 на сумму 5238 и заказ 07936483-0047 на сумму 6599. В условиях заказа было указано что поставка будет из зарубежа. Далее после получения трек номеров на отслеживание товаров я узнала что поставка идет из Китая и попросила службу поддержки компании Озон подтвердить, что купленные мной товары на их площадке не контрафактные, легальные. Сначала служба поддержки попросила меня самостоятельно разговаривать с отправителем, но я напомнила им, что платила я именно им и поэтому это их зона ответственности. В итоге служба поддержки не смогла у поставщиков получить сертификаты на продукцию и я попросила отменить заказа и вернуть мне деньги. Данная переписка продолжается с 8 июня и до настоящего времени меня просят подождать и не решают мой вопрос. Прошу сообщить что я должна сделать, чтобы вернуть мои деньги, так как я не хочу получить контрафактный товар."
2144,26659,/Forum/Appeals/Details/26659,"Магазин ""Бриз"". Продукция без маркировки.","Куда направить обращение для проверки магазина ""Бриз"" по адресу г.Санкт-Петербург, пр.Маршала Жукова 76 к.1. Постоянные нарушения маркировки на свою выпечку и нарезки колбас и сыров. На выпечке часто нет никакой информации, кроме артикула. Ни состава, ни даты изготовления, ни условий хранения, ни тем более срока годности. Дважды написали в книгу отзывов, отвечали что всё исправят, ничего не исправили. Сотрудники ничего не слышали про Регламент ТС и требования к маркировке на продуктах. Отвечают что мы должны поверить, что всё свежее и должного состава."
2145,26658,/Forum/Appeals/Details/26658,Как отправить ПЦР тест?,"Как и куда отправить ответ ПЦР-теста, если нет компьютера , а телефон без интернета?? Можно ли через МФЦ?"
2146,26654,/Forum/Appeals/Details/26654,Отказали в возврате денежных средств за неиспользуемую услугу ,"Здравствуйте! Сайт Zengram списали с моей карты 590 рублей за какую-то подписку, о существовании которой даже не имела понятия. Написав в поддержку, мне ответили, что, цитирую « Возврат не предусмотрен согласно п. 5.12 Пользовательского соглашения». Написав им сообщение о нарушении прав потребителя, меня вовсе стали игнорировать. Можно ли как-то будет вернуть эти средства "
2147,26652,/Forum/Appeals/Details/26652,Мошеннические схемы ГАЗЭНЕРГОБАНКа,"Прошу помочь урегулировать вопрос по страховым полисам Альфа-страхования, оформленным сотрудником ГАЗЭНЕРГОБАНКа.

В сентябре 2020 года оформил потребительский кредит в г. Унече Брянской области.
Все документы со мной подписывала Манжос Е.А. Эта сотрудница утверждала, что для оформления кредита нужно обязательно оформить страховку, что она оформляется на 3 года, а в случае досрочного погашения неиспользованная сумма пропорционально будет возвращена.
Мне выдали кредит на 536 тыс. руб, после чего попросили из этой суммы оплатить страховку.  Страховку из обналиченных кредитных средств.
Платил по кредиту исправно, сейчас решил погасить кредит досрочно.

В день полного погашения кредита выяснились факты:
1. в день оформления кредита сотрудница не выдала мне полис страхования, о котором говорила и настаивала на его оформлении
2. мне ничего не вернут, как заявляла ранее Манжос Е.А.
Я составил заявление в банке на предоставление копии документов по кредиту, т.к. в моих оригиналах не хватало документов по страхованию (ни полиса, ни условий, ни правил страхования, ничего), полагаю, это было сделано умышленно. Банк отказал в удовлетворении моего заявления без внятного обоснования.

Узнав, с какой страховой сотрудничает банк, я самостоятельно обратился в Альфа-страхование и запросил полисы, которые на меня оформлены. Альфа мне скинула полисы, однако они без моих подписей. Из обращения в страховую выяснились:
1. полисов оказалось два, и они абсолютно идентичны друг другу: страховые риски, застрахованные, сумма, премия, дата, срок действия и проч. Полисы отличаются одной цифрой в номере, оформлены подряд в один день, при этом оба оплачены.
2. в полисах кроме меня застрахованы еще моя жена, несовершеннолетний сын и брат.
3. никто из них не давал согласия на страхование и не подписывал никаких бумаг с банком или страховой
4. никто из них не является поручителем по кредиту, нахождение их в полисах бессмысленно для банка

Итого, что мы имеем на сегодняшний день:
1. сотрудница банка Манжос Е.А. ввела меня в заблуждение, предоставила ложную информацию об обязательности оформления страховки, её свойствах и правилах страхования
2. Манжос Е.А. навязала мне страховку, сообщив о её обязательности
3. Манжос Е.А. скрыла и не выдала мне документы, из которых хоть как-то мог бы узнать о реальных условиях страхования и расторжения
4. банк скрывает документы и отказывается отвечать по претензии, написанной в офисе. Слова директора офиса: ""а что вы хотели, вы же согласны были"". На что я еще раз повторю, что мне не раскрыли всех особенностей и не выдали документы. Если по-простому: меня обманули с целью получения собственной выгоды (премии с полиса)
5. банк проворачивает сомнительные схемы оплаты полисов: не включает страховку в кредит, обналичивает средства и заставляет вносить обналиченные кредитные средства на счет в своем же банке.
6. В ПСК расходы по страхованию не заложены
7. банк использовал персональные данные 3 человек (жены, несовершеннолетнего сына и брата) без их согласия и передал их третьим лицам для обработки
8. Манжос Е.А. оформила подряд два одинаковых полиса. Зачем она это сделала, мне банк так и не объяснил до сих пор.

Банк на диалог не идет. Страховая отправляет в банк, банк говорит идти в страховую.
Я хочу возврата денег за навязанные полисы, оформленные обманным путем."
